Country,City,AccentCity,Region,Population,Latitude,Longitude
af,akhvondan,Akhvondan,05,,34.190556,66.912778
af,akhvond baba,Akhvond Baba,07,,35.816667,64.551667
af,akhvond baba wonah,Akhvond Baba Wonah,29,,33.120278,68.601111
af,akhvond kalay,Akhvond Kalay,23,,31.664644,66.696789
af,akhvond kalay,Akhvond Kalay,28,,31.896636,67.573342
af,akhvondkhel,Akhvondkhel,13,,34.717276,69.069985
af,akhvond kheyl,Akhvond Kheyl,08,,32.815636,67.81559
af,akhvondkheyl,Akhvondkheyl,08,,33.126472,67.958062
af,akhvond kheyl,Akhvond Kheyl,08,,33.408889,68.386667
af,akhvond kheyl,Akhvond Kheyl,10,,32.367886,65.117447
af,akhvond kheyl,Akhvond Kheyl,17,,33.8975,68.963889
af,akhvondkheyl,Akhvondkheyl,27,,34.455,68.718056
af,akhvond kheyl,Akhvond Kheyl,28,,32.010462,67.013687
af,akhvondkheyl,Akhvondkheyl,28,,32.227563,67.605218
af,akhvond kheyl,Akhvond Kheyl,36,,33.450565,69.016762
af,akhvond patay,Akhvond Patay,35,,34.672955,69.891287
af,akhvond saheb kalay,Akhvond Saheb Kalay,08,,32.341415,67.968625
af,akhvondzadegan,Akhvondzadegan,18,,34.096565,70.752014
af,akhvondzadegan,Akhvondzadegan,35,,34.674126,70.156454
af,akhvondzadeh,Akhvondzadeh,08,,33.3,68.276667
af,akhvondzadeh,Akhvondzadeh,11,,34.072308,61.870018
af,akhvondzadeh,Akhvondzadeh,19,,31.192331,62.146117
af,akhvondzadeh,Akhvondzadeh,30,,36.793889,66.95
af,akhvondzadehha,Akhvondzadehha,11,,34.506622,62.644647
af,akhvondzadeh jay,Akhvondzadeh Jay,08,,32.854364,67.578467
af,akhvondzadeh kala,Akhvondzadeh Kala,27,,34.348611,68.832778
af,akhvondzadeh kala,Akhvondzadeh Kala,35,,34.704475,70.246246
af,akhvondzadeh kalay,Akhvondzadeh Kalay,18,,34.247787,70.519684
af,akhvondzadeh kalay,Akhvondzadeh Kalay,23,,31.317969,65.949354
af,akhvondzadeh kalay,Akhvondzadeh Kalay,28,,31.724817,67.253775
af,akhvondzadeh kandwalah,Akhvondzadeh Kandwalah,29,,32.18119,68.508105
af,akhvond zadeh kariz,Akhvond Zadeh Kariz,39,,32.487911,65.331702
af,akhvond zadeh khel,Akhvond Zadeh Khel,03,,35.85267,68.764748
af,akhvondzadeh khel,Akhvondzadeh Khel,17,,34.269167,69.025833
af,akhvondzadeh kheyl,Akhvondzadeh Kheyl,03,,35.85267,68.764748
af,akhvondzadeh kheyl,Akhvondzadeh Kheyl,17,,34.269167,69.025833
af,akhvondzadeh kheyl,Akhvondzadeh Kheyl,23,,31.586431,66.478272
af,akhvondzadehkheyl,Akhvondzadehkheyl,27,,34.3525,68.584444
af,akhvondzadeh kheyl,Akhvondzadeh Kheyl,28,,31.853674,66.701038
af,akhvondzadeh kheyl,Akhvondzadeh Kheyl,36,,33.490021,69.092911
af,akhvondzadeh koday,Akhvondzadeh Koday,27,,33.775834,68.355
af,akhvondzadehqowl,Akhvondzadehqowl,27,,34.406111,68.707222
af,akhvond zadeh saheb kalay,Akhvond Zadeh Saheb Kalay,23,,31.718715,66.190089
af,akhvondzadeh saheb kalay,Akhvondzadeh Saheb Kalay,28,,32.562832,66.586873
af,akhvond zadeh saher kalay,Akhvond Zadeh Saher Kalay,23,,31.718715,66.190089
af,akhvondzadeh shelah,Akhvondzadeh Shelah,28,,31.634171,67.410092
af,akhwara,Akhwara,09,,33.59901,63.64843
af,akhwarah,Akhwarah,09,,33.59901,63.64843
af,akib,Akib,42,,35.694583,70.085634
af,akin jan,Akin Jan,01,,36.939557,71.048876
af,akizai,Akizai,23,,31.63405,66.813727
af,akizay,Akizay,23,,31.63405,66.813727
af,akkina,Akkina,07,,37.116667,65.166667
af,akkucha,Akkucha,26,,36.934368,69.566177
af,akkul',Akkul',03,,36.368942,68.828552
af,ak kuprak,Ak Kuprak,30,,36.083517,66.840293
af,ak kupruk,Ak Kupruk,30,,36.083517,66.840293
af,akli mamay,Akli Mamay,26,,37.040293,69.529127
af,akmasdzhid,Akmasdzhid,24,,37.257854,68.913371
af,akmasdzhid,Akmasdzhid,26,,36.711647,69.416534
af,akorkhel,Akorkhel,17,,34.292778,69.298611
af,akor khel,Akor Khel,17,,34.292778,69.298611
af,akorkheyl',Akorkheyl',17,,34.292778,69.298611
af,akowrkhel,Akowrkhel,17,,34.292778,69.298611
af,akrabat,Akrabat,05,,34.935041,67.656567
af,akram,Akram,41,,34.322016,66.041924
af,akram kalay,Akram Kalay,10,,31.25338,64.213362
af,akram kelay,Akram Kêlay,10,,31.25338,64.213362
af,akram khan kalay,Akram Khan Kalay,29,,32.232758,68.213366
af,akram khan kelay,Akram Khan Kelay,29,,32.232758,68.213366
af,akram khel,Akram Khel,18,,34.274666,70.048271
af,akramkheyl',Akramkheyl',18,,34.274666,70.048271
af,ak robat,Ak Robat,05,,34.935041,67.656567
af,aksaray,Aksaray,24,,36.712677,68.75773
af,akshakh,Akshakh,24,,36.767509,68.664772
af,aktapa,Aktapa,24,,36.976593,68.572239
af,aktarkheyl',Aktarkheyl',08,,32.805794,67.751373
af,ak tash,Ak Tash,33,,36.302494,65.951515
af,aktepa,Aktepa,30,,36.755833,66.67
af,aktrundzadakh-sakheb-kalay,Aktrundzadakh-Sakheb-Kalay,23,,31.718715,66.190089
af,akyumbaz,Akyumbaz,33,,36.017052,66.511287
af,ala,Ala,09,,33.538898,65.113875
af,alabala,Alabala,13,,34.600278,68.995556
af,alacakotal,Alacakotal,33,,35.981915,66.373043
af,alachah kotal,Alachah Kotal,33,,35.981915,66.373043
af,alachakowtal,Alachakowtal,33,,35.981915,66.373043
af,alachapan,Alachapan,30,,36.717256,67.157439
af,ala chapan,Ala Chapan,30,,36.717256,67.157439
af,aladad,Aladad,41,,33.801764,65.879646
af,aladadkalay,Aladadkalay,29,,32.764969,68.759331
af,aladadkhel,Aladadkhel,17,,33.877778,68.946389
af,`aladad khel,`Aladad Khel,17,,33.877778,68.946389
af,aladadkheyl',Aladadkheyl',17,,33.877778,68.946389
af,`aladad kheyl,`Aladad Kheyl,17,,33.877778,68.946389
af,aladin,Aladin,17,,34.141288,69.544751
af,aladin karez,Aladin Karez,28,,31.816151,67.370319
af,aladin kariz,Aladin Kariz,28,,31.816151,67.370319
af,aladoskhel,Aladoskhel,14,,34.82374,69.829531
af,alados khel,Alados Khel,14,,34.82374,69.829531
af,alados khel,Alados Khel,14,,34.82374,69.829531
af,aladoskheyl',Aladoskheyl',14,,34.82374,69.829531
af,aladowskheyl,Aladowskheyl,14,,34.82374,69.829531
af,aladu,Aladu,41,,33.906135,66.327757
af,aladzharga,Aladzharga,28,,32.457693,66.826609
af,aladzhirga,Aladzhirga,23,,31.371149,67.770533
af,aladzhirga-kalay,Aladzhirga-Kalay,23,,31.36813,67.765801
af,`alaf,`Alaf,11,,34.966652,62.07186
af,alaf,Alaf,11,,34.966652,62.07186
af,alafan,Alafan,33,,35.998232,66.530273
af,`alaf safayd,`Alaf Safayd,33,,35.935252,66.067
af,alafsafed,Alafsafed,33,,35.935252,66.067
af,`alaf sefid,`Alaf Sefid,33,,35.935252,66.067
af,alagadari,Alagadari,06,,32.654224,62.10434
af,alaghan,Alaghan,30,,36.308541,66.911458
af,alaghan,Alaghan,33,,36.000833,66.532778
af,`alaghehdari-ye yahya kheyl,`Alaghehdari-ye Yahya Kheyl,29,,32.935288,68.646326
af,a`la ghori,A`la Ghori,09,,33.874971,64.521908
af,a`la ghowri,A`la Ghowri,09,,33.890152,64.517766
af,a`la ghuri,A`la Ghuri,09,,33.874971,64.521908
af,alaghzar,Alaghzar,08,,32.936409,67.53756
af,alagori,Alagori,09,,33.874971,64.521908
af,alagzar,Alagzar,08,,32.936409,67.53756
af,a`la hajigar,A`la Hajigar,35,,34.792222,70.34
af,a'la hajigar,A'la Hajigar,35,,34.792222,70.34
af,a`la hajjigar,A`la Hajjigar,35,,34.792222,70.34
af,alah,Alah,09,,33.538898,65.113875
af,alah din,Alah Din,17,,34.141288,69.544751
af,alahkheyl,Alahkheyl,27,,34.124444,68.611111
af,alah koh,Alah Koh,05,,34.293611,66.863056
af,alahkowlek,Alahkowlek,05,,34.199167,66.847778
af,alahkuh,Alahkuh,05,,34.293611,66.863056
af,alah kuzi,Alah Kuzi,23,,30.138865,66.061066
af,alah sang,Alah Sang,08,,34.030944,67.40962
af,alahsang,Alahsang,27,,34.216111,68.763611
af,alahsang-e `olya,Alahsang-e `Olya,41,,34.281789,66.45829
af,alahsang-e sofla,Alahsang-e Sofla,41,,34.279221,66.465249
af,alah say,Alah Say,14,,34.8965,69.72049
af,`alahuddin,`Alahuddin,03,,36.270322,68.702702
af,`alahuddin,`Alahuddin,32,,35.576151,67.604149
af,`alah ud din,`Alah ud Din,37,,33.313334,69.543611
af,`alahuddin-e bala,`Alahuddin-e Bala,13,,34.488333,69.130278
af,`alahuddin-e pa'in,`Alahuddin-e Pa'in,13,,34.494167,69.132778
af,`alahuddin karez,`Alahuddin Karez,28,,32.123142,67.105187
af,`alahuddin kelay,`Alahuddin Kelay,13,,34.523148,69.525223
af,alai chulai,Alai Chulai,02,,35.90469,63.919828
af,alailee,Alailee,31,,36.8575,66.103611
af,alaili,Alaili,31,,36.8575,66.103611
af,alajargha,Alajargha,28,,32.457693,66.826609
af,alajarghah,Alajarghah,28,,32.457693,66.826609
af,a'la jerga,A'la Jerga,23,,31.371149,67.770533
af,ala jergah,Ala Jergah,23,,31.371149,67.770533
af,ala jergah kalay,Ala Jergah Kalay,23,,31.36813,67.765801
af,a'la jerga kalay,A'la Jerga Kalay,23,,31.36813,67.765801
af,`ala jirgah,`Ala Jirgah,23,,31.371149,67.770533
af,a'la jirgah,A'la Jirgah,23,,31.371149,67.770533
af,`ala jirgah kelay,`Ala Jirgah Kelay,23,,31.36813,67.765801
af,a'la jirgah kelay,A'la Jirgah Kelay,23,,31.36813,67.765801
af,alaka,Alaka,33,,35.635313,66.743912
af,alakadaray,Alakadaray,29,,32.97419,69.36776
af,alakadari-argandab,Alakadari-Argandab,28,,32.555473,67.037132
af,alakadari-atgar,Alakadari-Atgar,28,,31.73506,67.357401
af,alakadari-bala-bluk,Alakadari-Bala-Bluk,06,,32.635723,62.465446
af,alakadari-gelan,Alakadari-Gelan,08,,32.726923,67.636964
af,alakadari-kadzhaki,Alakadari-Kadzhaki,10,,32.324055,65.107485
af,alakadari-khodzha-umri,Alakadari-Khodzha-Umri,08,,33.689157,68.401718
af,alakadari-naka,Alakadari-Naka,29,,33.189091,69.25898
af,alakadari-narkh,Alakadari-Narkh,27,,34.362778,68.801389
af,alakadari-sarobi,Alakadari-Sarobi,29,,32.793308,69.086601
af,alakadari-shakhdzhoy,Alakadari-Shakhdzhoy,28,,32.521541,67.413151
af,alakadari-shibar,Alakadari-Shibar,05,,34.874364,68.156789
af,alakadari-shumul'zay,Alakadari-Shumul'zay,28,,31.908726,67.646137
af,alakadari-shvak,Alakadari-Shvak,36,,33.424863,69.378431
af,alakadari-sultani,Alakadari-Sultani,29,,33.070152,69.030396
af,alakadari-yakh'yakheyl',Alakadari-Yakh'yakheyl',29,,32.935288,68.646326
af,alakadari-yusufkheyl',Alakadari-Yusufkheyl',29,,33.051945,68.65
af,alakah,Alakah,33,,35.635313,66.743912
af,alakah jar,Alakah Jar,30,,36.487209,66.912681
af,alakajar,Alakajar,30,,36.487209,66.912681
af,alakala,Alakala,27,,34.232397,67.764044
af,alak,Alak,41,,33.792232,66.401725
af,alakawul,Alakawul,23,,31.247222,67.504444
af,alakeh,Alakeh,33,,35.635313,66.743912
af,alakhadari-daman,Alakhadari-Daman,23,,31.620245,65.897996
af,alakhadzhigar,Alakhadzhigar,35,,34.792222,70.34
af,alakh,Alakh,08,,32.637251,67.680547
af,alakhel,Alakhel,27,,34.124444,68.611111
af,`ala khel,`Ala Khel,27,,34.124444,68.611111
af,`alakhel,`Alakhel,27,,34.461389,68.6975
af,alakheyl',Alakheyl',27,,34.124444,68.611111
af,alakhsan,Alakhsan,08,,33.309753,67.867973
af,`alakhshan,`Alakhshan,08,,33.309753,67.867973
af,alakhshan,Alakhshan,08,,33.309753,67.867973
af,alakhshan,Alakhshan,08,,33.309753,67.867973
af,alakhudarkhbakh,Alakhudarkhbakh,37,,33.53192,70.02136
af,alakn,Alakn,08,,32.637251,67.680547
af,alakoh,Alakoh,05,,34.293611,66.863056
af,alakokh,Alakokh,05,,34.293611,66.863056
af,alakolek,Alakolek,05,,34.199167,66.847778
af,alakolik,Alakolik,05,,34.199167,66.847778
af,alakowzay,Alakowzay,06,,32.629375,62.470894
af,alakozai,Alakozai,06,,32.629375,62.470894
af,alakozay,Alakozay,06,,32.629375,62.470894
af,alaku,Alaku,41,,33.903056,66.852222
af,alakuh,Alakuh,05,,34.293611,66.863056
af,alakzay,Alakzay,29,,32.117319,68.675957
af,alakzi,Alakzi,29,,32.117319,68.675957
af,`alam,`Alam,23,,31.945087,65.555599
af,alam,Alam,23,,31.945087,65.555599
af,`alam`ali,`Alam`ali,03,,35.578158,68.461067
af,`alam `ali,`Alam `Ali,03,,35.578158,68.461067
af,`alambegkhel,`Alambegkhel,18,,34.272034,69.896034
af,`alam beg khel,`Alam Beg Khel,18,,34.272034,69.896034
af,alambekkheyl',Alambekkheyl',18,,34.272034,69.896034
af,`alambeygkheyl,`Alambeygkheyl,18,,34.272034,69.896034
af,`alamchob,`Alamchob,09,,33.398217,64.888953
af,alamchob,Alamchob,09,,33.398217,64.888953
af,`alamchu,`Alamchu,02,,35.231804,64.114784
af,`alamchu,`Alamchu,02,,35.385487,63.965148
af,alamchu,Alamchu,02,,35.385487,63.965148
af,`alamchu,`Alamchu,09,,34.225015,64.379366
af,`alamchub,`Alamchub,09,,33.398217,64.888953
af,alamchug,Alamchug,09,,33.448474,64.812343
af,`alamchugh,`Alamchugh,09,,33.448474,64.812343
af,alamchugh,Alamchugh,09,,33.448474,64.812343
af,`alamcob,`Alamcob,09,,33.398217,64.888953
af,`alamcu,`Alamcu,02,,35.231804,64.114784
af,alamcu,Alamcu,02,,35.385487,63.965148
af,`alamcu,`Alamcu,09,,34.225015,64.379366
af,alamcugh,Alamcugh,09,,33.448474,64.812343
af,`alamgai,`Alamgai,29,,32.856743,69.08338
af,alamgay,Alamgay,36,,33.744476,69.458244
af,`alam kac,`Alam Kac,18,,34.335745,69.754935
af,alamkach,Alamkach,18,,34.335745,69.754935
af,`alam kach,`Alam Kach,18,,34.335745,69.754935
af,`alam karez,`Alam Karez,28,,31.739404,67.363453
af,alam karez,Alam Karez,28,,31.739404,67.363453
af,`alam kariz,`Alam Kariz,28,,31.739404,67.363453
af,`alam kats,`Alam Kats,18,,34.335745,69.754935
af,alamkhankala,Alamkhankala,13,,34.378056,69.224444
af,`alamkhan kala,`Alamkhan Kala,13,,34.378056,69.224444
af,`alam khan kala,`Alam Khan Kala,13,,34.378056,69.224444
af,alamkhankalay,Alamkhankalay,29,,32.239,68.765424
af,`alam khan kalay,`Alam Khan Kalay,29,,32.239,68.765424
af,`alam khan kelay,`Alam Khan Kelay,29,,32.239,68.765424
af,`alamkhanzi,`Alamkhanzi,23,,31.182216,66.461469
af,`alam khanzi,`Alam Khanzi,23,,31.182216,66.461469
af,alamkhel,Alamkhel,08,,32.838757,67.853628
af,`alam khel,`Alam Khel,08,,32.838757,67.853628
af,alamkhel,Alamkhel,08,,32.952676,67.760027
af,`alam khel,`Alam Khel,08,,32.952676,67.760027
af,`alamkhel,`Alamkhel,08,,33.259722,68.450278
af,`alam khel,`Alam Khel,08,,33.259722,68.450278
af,alamkhel,Alamkhel,08,,33.666389,68.667222
af,`alam khel,`Alam Khel,08,,33.666389,68.667222
af,alamkhel,Alamkhel,37,,33.157147,69.697729
af,`alam khel,`Alam Khel,37,,33.157147,69.697729
af,`alam kheyl,`Alam Kheyl,08,,32.838757,67.853628
af,alamkheyl',Alamkheyl',08,,33.259722,68.450278
af,`alam kheyl,`Alam Kheyl,08,,33.259722,68.450278
af,alamkheyl',Alamkheyl',08,,33.666389,68.667222
af,alam kheyl,Alam Kheyl,08,,33.666389,68.667222
af,alamkheyl',Alamkheyl',37,,33.157147,69.697729
af,`alam kheyl,`Alam Kheyl,37,,33.157147,69.697729
af,`alam kheyl-e mohammad kheyl,`Alam Kheyl-e Mohammad Kheyl,08,,32.838757,67.853628
af,alamlay,Alamlay,32,,35.724948,67.574982
af,`alamle,`Alamle,32,,35.724948,67.574982
af,`alam lek,`Alam Lek,31,,37.025763,65.951609
af,`alamli,`Alamli,32,,35.724948,67.574982
af,`alamlik,`Alamlik,31,,36.958889,66.226944
af,alamlik,Alamlik,31,,37.025763,65.951609
af,`alamo,`Alamo,10,,30.521097,63.390764
af,`alamoddin minah,`Alamoddin Minah,28,,31.920507,67.691807
af,alamsang,Alamsang,28,,32.3792,66.666194
af,alamtaw,Alamtaw,41,,33.445509,65.907173
af,alamtow,Alamtow,41,,33.445509,65.907173
af,alamtu,Alamtu,03,,35.951813,69.035025
af,`alamtu,`Alamtu,05,,34.1425,66.878889
af,alamtu,Alamtu,05,,34.1425,66.878889
af,`alamu,`Alamu,10,,30.521097,63.390764
af,'alamuddin mena,'Alamuddin Mena,28,,31.920507,67.691807
af,`alam ud din menah,`Alam ud Din Menah,28,,31.920507,67.691807
af,alandar,Alandar,09,,34.537352,65.118226
af,alani,Alani,01,,37.011621,70.233365
af,`ala' od din,`Ala' od Din,03,,36.270322,68.702702
af,`ala od din,`Ala od Din,32,,35.576151,67.604149
af,`ala od din,`Ala od Din,37,,33.313334,69.543611
af,`ala' od din-e bala,`Ala' od Din-e Bala,13,,34.488333,69.130278
af,`ala' od din kariz,`Ala' od Din Kariz,28,,32.123142,67.105187
af,`ala' od din pa'in,`Ala' od Din Pa'in,13,,34.494167,69.132778
af,`alaqadarey,`Alaqadarey,29,,32.97419,69.36776
af,`alaqadari,`Alaqadari,28,,32.176351,66.512706
af,`alaqadari arghandab,`Alaqadari Arghandab,28,,32.555473,67.037132
af,`alaqadari atghar,`Alaqadari Atghar,28,,31.73506,67.357401
af,`alaqadari bala bluk,`Alaqadari Bala Bluk,06,,32.635723,62.465446
af,`alaqadari bala buluk,`Alaqadari Bala Buluk,06,,32.635723,62.465446
af,`alaqadari daman,`Alaqadari Daman,23,,31.620245,65.897996
af,`alaqadari dehe su,`Alaqadari Dehe Su,10,,30.437409,63.312975
af,`alaqadari gelan,`Alaqadari Gelan,08,,32.726923,67.636964
af,alaqadari gulestan,Alaqadari Gulestan,06,,32.617171,63.656832
af,alaqadari-i-almar,Alaqadari-i-Almar,07,,35.846163,64.530735
af,`alaqadari jaghatu wardak,`Alaqadari Jaghatu Wardak,27,,33.818545,68.402312
af,`alaqadari jaghatuy wardak,`Alaqadari Jaghatuy Wardak,27,,33.818545,68.402312
af,`alaqadari kajaki,`Alaqadari Kajaki,10,,32.324055,65.107485
af,alaqadari khasrod,Alaqadari Khasrod,19,,31.623354,62.879511
af,`alaqadari khwaja `umri,`Alaqadari Khwaja `Umri,08,,33.689157,68.401718
af,`alaqadari naka,`Alaqadari Naka,29,,33.189091,69.25898
af,`alaqadari nerkh,`Alaqadari Nerkh,27,,34.362778,68.801389
af,`alaqadari nes,`Alaqadari Nes,23,,32.426877,65.637068
af,`alaqadari qal`a-i-kah,`Alaqadari Qal`a-i-Kah,06,,32.293083,61.527138
af,alaqadari sahjoy,Alaqadari Sahjoy,28,,32.521541,67.413151
af,`alaqadari sarobi,`Alaqadari Sarobi,29,,32.793308,69.086601
af,`alaqadari sebar,`Alaqadari Sebar,05,,34.874364,68.156789
af,'alaqadari somulzay,'Alaqadari Somulzay,28,,31.908726,67.646137
af,`alaqadari sultani,`Alaqadari Sultani,29,,33.070152,69.030396
af,alaqadari swak,Alaqadari Swak,36,,33.424863,69.378431
af,alaqadari warsaj,Alaqadari Warsaj,26,,36.202689,70.022914
af,`alaqadari yahyakhel,`Alaqadari Yahyakhel,29,,32.935288,68.646326
af,`alaqadari-ye khak-e safayd,`Alaqadari-ye Khak-e Safayd,06,,32.654224,62.10434
af,`alaqadari-ye sarubi,`Alaqadari-ye Sarubi,29,,32.793308,69.086601
af,`alaqadari yosufkhel,`Alaqadari Yosufkhel,29,,33.051945,68.65
af,alaqadar mohd-sarif,Alaqadar Mohd-sarif,19,,31.008889,61.866111
af,alaqadar muhammad sharif,Alaqadar Muhammad Sharif,19,,31.008889,61.866111
af,`alaqah darey,`Alaqah Darey,29,,32.97419,69.36776
af,`alaqahdari,`Alaqahdari,29,,32.97419,69.36776
af,`alaqahdari atghar,`Alaqahdari Atghar,28,,31.73506,67.357401
af,`alaqahdari daman,`Alaqahdari Daman,23,,31.620245,65.897996
af,`alaqahdari deh-e shu,`Alaqahdari Deh-e Shu,10,,30.437409,63.312975
af,`alaqahdari gelan,`Alaqahdari Gelan,08,,32.726923,67.636964
af,`alaqahdari gulistan,`Alaqahdari Gulistan,06,,32.617171,63.656832
af,`alaqahdari jandah,`Alaqahdari Jandah,08,,32.726923,67.636964
af,`alaqahdari kajaki,`Alaqahdari Kajaki,10,,32.324055,65.107485
af,`alaqahdari khak-e jabar,`Alaqahdari Khak-e Jabar,13,,34.364075,69.39493
af,`alaqahdari khash rod,`Alaqahdari Khash Rod,19,,31.623354,62.879511
af,`alaqahdari kiran wa munjan,`Alaqahdari Kiran wa Munjan,01,,36.028663,70.772575
af,`alaqahdari nakah,`Alaqahdari Nakah,29,,33.189091,69.25898
af,`alaqahdari naysh,`Alaqahdari Naysh,23,,32.426877,65.637068
af,`alaqahdari qal`ah-ye kah,`Alaqahdari Qal`ah-ye Kah,06,,32.293083,61.527138
af,`alaqahdari sarobi,`Alaqahdari Sarobi,29,,32.793308,69.086601
af,`alaqahdari shah joy,`Alaqahdari Shah Joy,28,,32.521541,67.413151
af,`alaqahdari shamulzai,`Alaqahdari Shamulzai,28,,31.908726,67.646137
af,`alaqahdari shibar,`Alaqahdari Shibar,05,,34.874364,68.156789
af,`alaqahdari shumulzai,`Alaqahdari Shumulzai,28,,31.908726,67.646137
af,`alaqahdari shwak,`Alaqahdari Shwak,36,,33.424863,69.378431
af,`alaqahdari sultani,`Alaqahdari Sultani,29,,33.070152,69.030396
af,`alaqahdari warsaj,`Alaqahdari Warsaj,26,,36.202689,70.022914
af,`alaqahdari-ye almar,`Alaqahdari-ye Almar,07,,35.846163,64.530735
af,`alaqahdari-ye khwajah `omri,`Alaqahdari-ye Khwajah `Omri,08,,33.689157,68.401718
af,`alaqahdari-ye nerkh,`Alaqahdari-ye Nerkh,27,,34.362778,68.801389
af,`alaqahdari-ye sarobi,`Alaqahdari-ye Sarobi,29,,32.793308,69.086601
af,`alaqahdari-ye sultani,`Alaqahdari-ye Sultani,29,,33.070152,69.030396
af,`alaqahdari-ye yahya khel,`Alaqahdari-ye Yahya Khel,29,,32.935288,68.646326
af,`alaqahdari yosuf khel,`Alaqahdari Yosuf Khel,29,,33.051945,68.65
af,`alaqahdar mohammad sharif,`Alaqahdar Mohammad Sharif,19,,31.008889,61.866111
af,`alaqal`a,`Alaqal`a,27,,34.232397,67.764044
af,`ala qal`ah,`Ala Qal`ah,27,,34.232397,67.764044
af,`alaqal`eh,`Alaqal`eh,27,,34.232397,67.764044
af,`alaqehdar-e nerkh,`Alaqehdar-e Nerkh,27,,34.362778,68.801389
af,`alaqehdari,`Alaqehdari,29,,32.97419,69.36776
af,`alaqehdari arghandab,`Alaqehdari Arghandab,28,,32.555473,67.037132
af,`alaqehdari bala boluk,`Alaqehdari Bala Boluk,06,,32.635723,62.465446
af,`alaqehdari deh-e shu,`Alaqehdari Deh-e Shu,10,,30.437409,63.312975
af,`alaqehdari kajaki,`Alaqehdari Kajaki,10,,32.324055,65.107485
af,alaqehdari khvajeh `omri,Alaqehdari Khvajeh `Omri,08,,33.689157,68.401718
af,`alaqehdari nekah,`Alaqehdari Nekah,29,,33.189091,69.25898
af,`alaqehdari sar howzeh,`Alaqehdari Sar Howzeh,29,,33.070152,69.030396
af,`alaqehdari shibar,`Alaqehdari Shibar,05,,34.874364,68.156789
af,`alaqehdari warsaj,`Alaqehdari Warsaj,26,,36.202689,70.022914
af,`alaqehdari-ye atghar,`Alaqehdari-ye Atghar,28,,31.73506,67.357401
af,`alaqehdari-ye khvajeh `omri,`Alaqehdari-ye Khvajeh `Omri,08,,33.689157,68.401718
af,`alaqehdari-ye koran va monjan,`Alaqehdari-ye Koran va Monjan,01,,36.028663,70.772575
af,alaqehdari-ye nakah,Alaqehdari-ye Nakah,29,,33.189091,69.25898
af,`alaqehdari-ye shavak,`Alaqehdari-ye Shavak,36,,33.424863,69.378431
af,`alaqehdari-ye soltani,`Alaqehdari-ye Soltani,29,,33.070152,69.030396
af,`alaqehdari-ye yahya kheyl,`Alaqehdari-ye Yahya Kheyl,29,,32.935288,68.646326
af,`alaqehdari-ye yusof kheyl,`Alaqehdari-ye Yusof Kheyl,29,,33.051945,68.65
af,`alaqehdari yusofkheyl,`Alaqehdari Yusofkheyl,29,,33.051945,68.65
af,alaqudari bak,Alaqudari Bak,37,,33.53192,70.02136
af,alaqudori bak,Alaqudori Bak,37,,33.53192,70.02136
af,alar,Alar,33,,35.579585,66.201258
af,alar,Alar,39,,32.916887,66.549086
af,alarkaca,Alarkaca,40,,35.254068,69.13022
af,alarkacha,Alarkacha,40,,35.254068,69.13022
af,alarkachah,Alarkachah,40,,35.254068,69.13022
af,alarkacheh,Alarkacheh,40,,35.254068,69.13022
af,alasa,Alasa,10,,33.138173,65.009563
af,alasang,Alasang,08,,34.030944,67.40962
af,alasang,Alasang,27,,34.216111,68.763611
af,`ala sang,`Ala Sang,27,,34.216111,68.763611
af,alasang,Alasang,27,,34.21,68.747778
af,`ala sang,`Ala Sang,27,,34.21,68.747778
af,alasang,Alasang,28,,32.665903,66.839947
af,alasang-e sofla,Alasang-e Soflá,41,,34.279221,66.465249
af,alasange sufla,Alasange Sufla,41,,34.279221,66.465249
af,alasange `ulya,Alasange `Ulya,41,,34.281789,66.45829
af,alasangi-sufla,Alasangi-Sufla,41,,34.279221,66.465249
af,alasangi-ulia,Alasangi-Ulia,41,,34.281789,66.45829
af,alasay,Alasay,14,,34.8965,69.72049
af,alasghaji,Alasghaji,05,,34.205278,66.874444
af,alasha,Alasha,10,,33.138173,65.009563
af,alashah,Alashah,10,,33.138173,65.009563
af,alashah,Alashah,32,,36.495868,68.069944
af,alashgadzhi,Alashgadzhi,05,,34.205278,66.874444
af,alashghaji,Alashghaji,05,,34.205278,66.874444
af,alat,Alat,07,,35.575833,64.088333
af,`alat,`Alat,26,,36.866688,69.742638
af,alat,Alat,26,,36.866688,69.742638
af,alaudad,Alaudad,09,,34.497885,66.285135
af,alauddin,Alauddin,03,,36.270322,68.702702
af,`ala ud din,`Ala ud Din,17,,34.141288,69.544751
af,`ala'uddin,`Ala'uddin,37,,33.313334,69.543611
af,alauddin,Alauddin,37,,33.313334,69.543611
af,ala'uddine bala,Ala'uddine Bala,13,,34.488333,69.130278
af,ala'uddine pa'in,Ala'uddine Pa'in,13,,34.494167,69.132778
af,`ala'uddin karez,`Ala'uddin Karez,28,,32.123142,67.105187
af,alavali,Alavali,05,,34.300846,67.196019
af,alawali,Alawali,05,,34.300846,67.196019
af,alawdad,Alawdad,09,,34.497885,66.285135
af,alawuddin,Alawuddin,03,,36.270322,68.702702
af,`alawuddin,`Alawuddin,26,,36.381895,69.42504
af,`alawuddin,`Alawuddin,32,,35.576151,67.604149
af,alayar,Alayar,09,,34.49749,65.665237
af,alayarkhel,Alayarkhel,08,,33.714444,68.238333
af,alayarkhel,Alayarkhel,27,,34.018889,68.731389
